customer_id,age,gender,region,marital_status,policy_tenure,policy_type,monthly_premium,num_claims,satisfaction_score,complaints_filed,last_interaction_days,churn
961,26,Male,East,Married,9,Standard,102816,3,3,2,340,0
962,43,Male,West,Divorced,6,Basic,21631,2,1,0,268,1
963,64,Male,South,Married,9,Standard,11125,5,2,3,218,1
964,39,Male,North,Single,6,Premium,60581,0,3,0,301,0
965,64,Male,North,Divorced,2,Standard,32485,2,3,0,164,0
966,47,Female,South,Single,1,Basic,118539,5,4,2,336,1
967,60,Male,East,Divorced,8,Basic,93554,3,2,3,179,1
968,65,Female,North,Single,3,Basic,84398,4,4,1,48,0
969,34,Female,West,Divorced,1,Premium,142762,2,4,2,194,1
970,43,Female,East,Single,8,Basic,25740,5,3,2,289,1
971,53,Male,West,Divorced,1,Basic,98560,1,5,0,206,0
972,18,Male,East,Divorced,8,Basic,95877,0,2,1,84,1
973,25,Female,South,Married,1,Standard,19156,4,4,2,101,1
974,66,Male,West,Single,9,Basic,124968,2,5,0,155,0
975,52,Female,West,Married,9,Standard,106589,5,5,3,47,1
976,69,Male,South,Single,9,Basic,73389,4,4,0,234,0
977,32,Male,West,Married,3,Standard,143880,1,3,1,341,0
978,64,Female,East,Divorced,4,Standard,80938,2,1,1,299,1
979,39,Female,North,Married,5,Premium,77500,4,4,0,336,0
980,31,Female,North,Married,6,Premium,70734,2,3,3,147,0
981,43,Male,South,Divorced,9,Standard,42337,2,2,1,196,1
982,45,Female,East,Married,4,Standard,97095,4,3,1,22,1
983,40,Male,West,Divorced,6,Premium,73829,2,5,3,194,0
984,31,Male,West,Single,1,Standard,79830,1,2,2,364,1
985,41,Male,North,Married,2,Premium,56939,4,2,1,354,1
986,19,Female,West,Divorced,8,Premium,22965,5,1,0,274,1
987,62,Female,North,Divorced,4,Basic,22228,4,1,3,208,1
988,43,Female,South,Married,10,Basic,58419,1,4,1,275,0
989,31,Male,West,Single,7,Premium,106913,1,3,2,217,0
990,68,Male,East,Married,4,Premium,59229,1,4,1,27,0
991,24,Female,West,Divorced,9,Standard,40070,5,1,2,15,1
992,20,Male,North,Single,9,Premium,134045,5,5,1,159,1
993,64,Male,South,Married,4,Premium,17135,2,1,1,214,1
994,40,Female,North,Divorced,8,Basic,109093,2,3,0,351,0
995,63,Female,West,Married,6,Premium,109626,3,5,3,164,0
996,60,Female,North,Single,1,Standard,49441,2,4,3,127,1
997,64,Male,North,Single,7,Premium,126190,1,4,0,330,0
998,62,Male,South,Single,1,Basic,106108,3,1,3,58,1
999,35,Male,East,Single,3,Basic,85043,1,1,3,147,1
1000,55,Male,West,Single,8,Basic,13062,0,4,3,256,0
1001,52,Male,South,Married,9,Basic,100236,5,4,1,110,0
1002,68,Female,East,Single,3,Premium,62214,4,2,1,49,1
1003,32,Male,North,Single,1,Standard,63409,0,3,2,182,1
1004,42,Male,East,Divorced,1,Standard,78089,5,2,2,61,1
1005,54,Male,North,Single,7,Standard,104047,5,2,3,235,1
1006,45,Female,North,Divorced,5,Premium,27428,1,4,3,242,0
1007,27,Female,South,Divorced,1,Premium,118283,2,3,3,130,1
1008,56,Female,North,Divorced,6,Premium,44734,4,4,0,331,0
1009,34,Male,South,Married,6,Standard,75107,2,2,1,264,1
1010,56,Female,East,Married,4,Premium,96889,2,2,3,208,1
1011,39,Female,East,Divorced,7,Premium,122168,4,4,3,142,0
1012,43,Female,North,Married,7,Basic,94170,4,1,1,22,1
1013,61,Male,South,Single,9,Basic,44782,0,1,2,17,1
1014,42,Female,North,Married,1,Standard,80160,1,4,3,363,1
1015,34,Male,South,Single,5,Basic,128296,2,5,3,319,0
1016,30,Male,South,Single,10,Basic,63077,1,5,3,122,0
1017,37,Female,South,Married,3,Basic,38534,1,1,3,282,1
1018,42,Male,East,Married,7,Premium,48636,3,3,1,227,1
1019,21,Female,South,Divorced,4,Basic,109108,0,2,1,301,1
1020,27,Male,East,Married,4,Basic,60486,2,3,1,286,0
1021,20,Female,South,Married,1,Basic,104096,5,1,2,116,1
1022,58,Female,East,Married,1,Premium,43435,4,4,3,149,1
1023,62,Female,West,Single,10,Standard,43152,4,5,2,170,0
1024,35,Male,East,Single,2,Premium,119620,1,1,2,90,1
1025,64,Female,East,Single,2,Premium,68952,0,3,1,119,0
1026,53,Male,North,Divorced,1,Basic,29638,0,3,3,184,1
1027,64,Female,South,Divorced,8,Standard,127436,2,1,3,264,1
1028,39,Male,West,Divorced,6,Basic,26396,2,2,2,227,1
1029,51,Male,North,Single,6,Basic,146475,1,3,0,93,0
1030,64,Female,South,Married,10,Standard,33838,1,2,0,117,0
1031,25,Female,West,Divorced,10,Standard,48919,1,2,3,312,1
1032,57,Female,West,Divorced,9,Premium,87895,3,4,3,318,1
1033,66,Female,West,Single,5,Standard,57995,0,1,2,121,1
1034,61,Female,South,Divorced,4,Premium,85593,1,1,2,317,1
1035,36,Male,West,Married,6,Premium,141172,0,2,1,138,1
1036,59,Female,West,Single,8,Basic,104191,5,4,2,231,1
1037,58,Female,North,Single,1,Basic,80514,4,3,2,306,1
1038,54,Male,East,Married,7,Basic,20988,4,3,0,148,0
1039,23,Female,South,Married,8,Standard,129392,0,1,0,284,0
1040,69,Female,East,Married,9,Standard,125137,5,2,0,142,1
1041,43,Male,North,Divorced,8,Premium,87229,4,4,0,332,0
1042,51,Female,East,Married,7,Premium,111471,4,4,2,8,1
1043,62,Female,West,Single,3,Premium,48148,4,3,3,5,0
1044,23,Female,West,Married,2,Standard,34696,2,3,0,257,0
1045,54,Male,South,Single,3,Premium,21629,5,5,1,329,1
1046,50,Female,South,Single,4,Premium,144928,2,5,1,246,0
1047,39,Male,South,Divorced,4,Standard,41051,0,2,2,235,1
1048,38,Female,North,Married,6,Basic,43469,0,5,1,362,0
1049,23,Male,South,Divorced,7,Standard,82372,3,4,0,10,0
1050,23,Female,North,Married,4,Premium,53406,2,5,3,242,0
1051,65,Male,West,Married,10,Basic,97754,0,1,3,321,1
1052,21,Male,East,Married,6,Standard,45017,2,1,0,188,0
1053,47,Male,West,Married,9,Basic,20705,3,3,1,314,1
1054,28,Male,West,Married,6,Basic,96911,0,3,2,2,0
1055,47,Male,West,Single,3,Premium,102469,0,2,3,154,1
1056,48,Male,South,Single,1,Standard,83654,0,1,0,203,1
1057,41,Female,South,Married,10,Premium,102185,0,2,0,217,0
1058,26,Female,South,Single,10,Standard,55318,1,2,1,315,1
1059,20,Male,East,Divorced,5,Standard,143286,5,5,2,105,1
1060,68,Male,South,Divorced,10,Standard,84070,5,3,2,1,1
1061,48,Male,North,Divorced,10,Basic,59869,2,2,1,254,1
1062,57,Male,West,Married,3,Basic,13255,2,2,0,287,0
1063,54,Female,East,Married,8,Premium,130478,2,3,1,294,0
1064,53,Male,East,Single,10,Standard,37841,3,3,1,278,1
1065,41,Female,East,Single,1,Standard,15334,1,1,1,194,1
1066,48,Female,East,Single,2,Basic,115134,2,3,0,257,0
1067,23,Male,East,Divorced,3,Standard,50522,2,5,3,250,0
1068,19,Male,North,Divorced,3,Premium,40697,0,1,0,248,0
1069,37,Female,West,Divorced,8,Standard,111936,0,2,3,88,1
1070,45,Female,East,Divorced,5,Standard,133935,0,5,3,253,0
1071,28,Male,West,Single,8,Basic,26029,2,5,1,164,0
1072,21,Male,South,Married,6,Standard,75550,0,1,2,162,1
1073,32,Male,East,Married,2,Premium,149280,2,2,1,265,1
1074,23,Female,East,Divorced,4,Premium,85507,3,1,0,110,1
1075,66,Female,West,Married,9,Premium,98719,3,4,2,340,0
1076,47,Male,East,Married,4,Premium,98499,4,4,2,207,0
1077,55,Female,East,Married,5,Basic,111383,1,1,0,319,0
1078,68,Female,East,Divorced,5,Standard,149199,0,2,0,132,0
1079,19,Male,North,Single,10,Basic,25646,5,2,1,133,1
1080,32,Male,North,Single,8,Premium,32713,0,3,0,108,0
1081,28,Female,East,Married,6,Standard,42267,1,5,3,172,0
1082,25,Female,North,Single,10,Basic,13864,1,1,3,40,1
1083,43,Male,South,Single,7,Standard,86197,4,5,2,292,0
1084,68,Male,East,Divorced,6,Premium,127201,1,5,1,35,0
1085,62,Male,South,Divorced,5,Premium,82246,2,4,1,59,0
1086,61,Male,West,Married,5,Standard,42380,0,4,2,193,0
1087,22,Male,South,Married,3,Standard,51284,1,1,0,210,0
1088,23,Female,West,Married,7,Premium,128178,2,1,1,31,1
1089,43,Female,East,Divorced,10,Basic,133556,1,2,2,174,1
1090,21,Female,West,Single,5,Premium,65277,5,1,2,305,1
1091,36,Female,West,Divorced,7,Standard,25316,2,2,3,198,1
1092,37,Male,South,Divorced,2,Basic,145960,3,2,2,106,1
1093,50,Male,South,Single,9,Premium,21325,2,1,0,275,0
1094,37,Male,South,Single,8,Standard,84922,4,2,0,96,1
1095,66,Female,East,Married,5,Standard,123949,2,5,0,170,0
1096,29,Female,East,Single,2,Standard,140856,1,2,0,30,1
1097,64,Female,South,Single,6,Basic,114564,3,5,2,282,1
1098,18,Male,East,Single,8,Basic,86803,3,5,1,161,1
1099,43,Female,East,Single,7,Basic,25419,2,5,2,306,0
1100,31,Male,West,Married,8,Basic,55854,1,3,1,111,0
1101,55,Male,West,Married,4,Standard,143976,3,3,1,212,0
1102,54,Male,South,Single,3,Standard,119796,5,2,1,196,1
1103,28,Male,East,Single,7,Basic,109427,2,1,3,96,1
1104,53,Male,West,Married,2,Basic,90535,2,2,0,338,1
1105,30,Male,North,Married,5,Standard,98855,2,3,3,138,0
1106,60,Female,East,Single,7,Premium,37633,3,4,2,278,1
1107,20,Male,North,Divorced,1,Premium,126958,0,4,3,310,1
1108,50,Male,South,Married,4,Standard,34055,1,2,1,179,1
1109,23,Female,East,Married,2,Basic,144718,4,3,2,337,1
1110,67,Male,South,Married,6,Basic,17025,4,5,0,234,0
1111,27,Female,South,Single,1,Standard,22549,1,3,1,249,1
1112,22,Female,South,Single,7,Premium,24853,0,2,0,132,1
1113,40,Female,South,Married,3,Standard,71156,1,3,3,249,0
1114,27,Male,South,Single,1,Standard,144535,2,4,0,293,0
1115,61,Male,East,Single,8,Standard,37163,5,5,2,63,1
1116,19,Female,North,Married,7,Basic,108136,1,2,1,307,1
1117,30,Male,East,Single,2,Basic,133296,1,2,0,257,1
1118,57,Male,East,Divorced,7,Basic,24075,5,1,3,248,1
1119,19,Female,East,Single,3,Premium,104245,3,5,2,264,1
1120,37,Female,West,Single,9,Standard,53315,4,2,1,337,1
1121,18,Male,West,Married,8,Standard,113245,4,3,3,361,0
1122,54,Female,East,Married,5,Premium,26010,2,3,1,179,0
1123,26,Female,North,Divorced,7,Basic,116548,5,3,0,315,0
1124,34,Female,East,Single,3,Standard,10605,2,3,3,301,0
1125,26,Male,South,Divorced,1,Premium,47315,3,2,3,165,1
1126,28,Male,West,Divorced,1,Basic,18652,2,4,0,91,0
1127,32,Male,West,Married,2,Basic,130179,5,5,3,322,1
1128,41,Female,East,Single,8,Standard,103439,5,3,3,192,1
1129,55,Male,East,Married,1,Basic,90266,0,2,3,292,1
1130,52,Female,North,Divorced,5,Premium,48541,3,2,0,76,1
1131,47,Male,North,Divorced,9,Basic,74658,5,3,0,306,0
1132,48,Male,South,Married,9,Standard,66327,5,1,1,99,1
1133,66,Female,East,Married,2,Premium,103434,3,2,0,95,1
1134,22,Male,East,Married,7,Basic,53654,1,5,3,181,0
1135,61,Female,East,Married,1,Basic,25930,1,5,0,154,0
1136,67,Male,West,Married,3,Basic,140682,0,1,3,356,1
1137,31,Male,South,Divorced,6,Premium,144590,5,2,3,324,1
1138,28,Female,North,Married,9,Basic,16775,3,1,3,112,1
1139,26,Female,West,Single,10,Standard,15378,3,2,0,171,1
1140,51,Female,West,Divorced,2,Premium,56402,1,2,3,253,1
1141,29,Male,West,Divorced,7,Premium,89712,4,1,1,351,1
1142,52,Male,West,Single,4,Basic,35060,4,4,2,122,0
1143,52,Male,South,Single,2,Premium,137067,5,3,2,205,1
1144,18,Female,East,Divorced,3,Standard,138334,1,3,1,245,0
1145,57,Female,North,Married,6,Premium,128684,5,3,2,127,0
1146,39,Female,North,Divorced,10,Standard,103104,2,1,1,359,1
1147,46,Male,West,Divorced,9,Basic,32765,3,2,0,315,1
1148,25,Male,West,Single,8,Premium,126677,5,2,2,46,1
1149,28,Female,South,Divorced,10,Standard,104385,0,5,1,296,0
1150,58,Male,West,Married,9,Basic,112649,4,2,1,236,1
1151,54,Female,North,Single,4,Standard,18174,5,4,3,141,1
1152,31,Male,North,Divorced,4,Premium,55820,2,3,0,121,0
1153,47,Male,East,Divorced,9,Premium,136518,3,4,1,361,0
1154,52,Female,East,Married,8,Standard,82582,2,3,2,9,0
1155,38,Male,North,Divorced,2,Basic,145258,5,1,3,66,1
1156,54,Male,North,Divorced,8,Basic,26722,3,4,3,309,0
1157,22,Female,South,Divorced,1,Basic,118157,3,2,3,81,1
1158,36,Female,South,Divorced,9,Basic,81504,1,3,0,260,0
1159,31,Male,North,Married,9,Standard,120760,1,5,1,105,0
1160,43,Female,West,Divorced,8,Premium,50452,0,4,0,97,0
1161,21,Male,East,Divorced,5,Standard,38270,0,1,1,190,1
1162,42,Female,North,Divorced,5,Premium,51129,2,5,3,348,0
1163,62,Male,West,Single,3,Premium,16387,1,1,2,195,1
1164,59,Male,North,Married,5,Standard,34394,3,3,2,334,0
1165,42,Female,East,Single,4,Standard,137113,1,4,0,83,0
1166,35,Male,East,Single,1,Basic,86827,3,1,3,251,1
1167,57,Male,South,Married,9,Premium,121110,1,5,1,70,0
1168,25,Female,South,Single,10,Basic,45241,3,5,0,292,0
1169,56,Female,South,Single,4,Basic,38337,2,2,3,340,1
1170,57,Male,South,Single,3,Standard,110992,1,1,0,188,0
1171,31,Female,East,Married,6,Basic,14804,4,4,2,141,0
1172,49,Female,West,Divorced,1,Basic,67450,4,4,3,140,1
1173,68,Male,West,Married,5,Basic,69529,3,2,0,75,1
1174,55,Male,West,Married,7,Standard,132766,2,5,1,100,0
1175,50,Female,North,Married,2,Basic,41334,3,1,2,145,1
1176,40,Female,South,Single,10,Basic,73452,2,5,1,175,0
1177,32,Female,South,Divorced,9,Standard,147583,0,1,0,309,0
1178,50,Male,East,Married,6,Standard,117018,1,1,3,221,1
1179,42,Male,East,Married,2,Standard,49440,2,1,2,323,1
1180,34,Male,North,Divorced,8,Premium,73118,3,5,1,10,0
1181,50,Male,North,Divorced,8,Standard,95263,0,5,1,46,0
1182,64,Male,West,Divorced,1,Premium,136775,3,5,3,339,1
1183,19,Male,East,Single,1,Standard,59217,4,3,0,117,0
1184,31,Male,South,Divorced,1,Standard,78517,4,5,1,4,1
1185,57,Female,West,Single,4,Standard,64740,1,2,0,313,0
1186,57,Female,South,Married,4,Premium,111119,5,3,0,238,0
1187,68,Male,West,Single,8,Basic,23950,1,1,0,294,0
1188,56,Male,South,Divorced,1,Standard,82209,0,4,3,31,0
1189,68,Male,North,Single,10,Premium,77278,4,3,0,130,0
1190,23,Female,West,Divorced,3,Standard,48488,2,3,2,241,0
1191,23,Male,South,Single,1,Basic,46277,4,1,3,81,1
1192,20,Female,South,Married,9,Premium,13534,5,5,1,25,0
1193,24,Female,East,Single,10,Standard,90221,1,5,3,261,0
1194,68,Female,West,Married,9,Standard,81121,3,3,1,48,1
1195,25,Female,South,Divorced,7,Standard,84090,0,5,2,52,0
1196,59,Female,East,Married,8,Basic,119777,5,3,0,330,0
1197,69,Male,South,Divorced,1,Premium,11634,4,4,0,149,1
1198,32,Male,West,Divorced,5,Standard,26908,2,4,0,99,0
1199,64,Female,North,Married,2,Standard,90653,5,1,0,67,1
1200,46,Male,West,Married,1,Premium,77258,2,2,3,210,1
1201,50,Female,West,Single,3,Basic,79400,2,2,2,248,1
1202,69,Female,South,Single,7,Basic,126107,0,5,1,119,0
1203,47,Male,South,Married,1,Basic,139468,2,2,3,228,1
1204,56,Male,West,Married,2,Basic,122436,2,4,0,103,0
1205,44,Male,East,Married,2,Basic,41131,4,1,0,289,1
1206,53,Male,East,Married,4,Standard,71760,0,4,0,240,0
1207,46,Male,East,Divorced,3,Standard,77370,3,3,1,232,0
1208,55,Female,South,Married,3,Standard,139841,3,5,1,290,0
1209,50,Male,South,Married,10,Premium,64470,2,5,3,154,0
1210,54,Male,West,Married,5,Basic,129688,5,2,2,170,1
1211,44,Male,North,Married,3,Premium,63283,1,3,1,159,0
1212,50,Female,South,Divorced,7,Basic,140263,0,2,3,113,1
1213,21,Male,West,Single,5,Basic,143425,1,2,1,51,1
1214,39,Female,West,Single,4,Premium,23878,0,2,3,36,1
1215,19,Male,North,Single,3,Standard,127743,0,3,0,13,0
1216,27,Male,East,Single,4,Premium,86668,4,2,1,341,1
1217,22,Female,West,Single,2,Standard,18203,2,5,0,218,0
1218,27,Male,West,Divorced,1,Basic,20322,4,2,2,243,1
1219,50,Male,West,Single,3,Standard,86831,5,3,0,223,0
1220,55,Female,East,Divorced,2,Basic,45925,1,3,2,208,1
1221,30,Male,East,Divorced,1,Basic,32247,1,4,1,269,0
1222,48,Female,North,Single,1,Standard,117930,3,2,2,222,1
1223,64,Female,South,Single,2,Basic,129496,5,3,0,288,0
1224,53,Female,East,Single,9,Standard,87631,5,2,1,12,1
1225,62,Female,South,Married,5,Premium,56335,4,1,3,187,1
1226,41,Female,South,Divorced,9,Basic,98961,4,5,1,169,1
1227,69,Male,East,Single,8,Basic,44723,5,5,3,293,0
1228,32,Male,West,Married,6,Premium,14991,4,2,0,324,1
1229,46,Male,North,Divorced,1,Basic,23763,3,5,1,106,1
1230,25,Female,South,Married,10,Premium,54863,4,5,3,176,0
1231,22,Female,West,Married,5,Premium,27408,4,1,0,349,1
1232,46,Female,East,Single,1,Basic,124177,5,5,2,41,1
1233,64,Female,South,Divorced,7,Premium,99767,5,5,3,312,1
1234,21,Male,South,Married,10,Premium,11011,4,3,2,325,0
1235,29,Male,South,Divorced,8,Premium,48392,4,5,1,249,0
1236,62,Female,West,Single,8,Basic,68990,5,2,3,267,1
1237,19,Female,West,Divorced,7,Premium,88780,1,5,0,222,0
1238,44,Male,West,Married,2,Standard,33536,2,2,0,113,1
1239,48,Female,South,Married,5,Standard,97746,1,5,2,284,0
1240,68,Female,South,Divorced,4,Premium,15585,4,2,0,278,1
1241,68,Female,North,Married,5,Standard,67210,0,5,1,203,0
1242,53,Male,North,Married,10,Basic,146528,0,2,1,341,1
1243,53,Male,West,Married,9,Premium,132365,3,5,2,262,0
1244,43,Female,West,Single,4,Basic,19775,1,1,3,282,1
1245,60,Male,East,Single,8,Standard,24099,5,3,0,144,0
1246,44,Female,West,Married,8,Standard,112341,3,3,1,243,1
1247,22,Female,North,Divorced,2,Standard,51842,3,3,3,270,1
1248,37,Male,North,Single,6,Standard,67163,0,3,1,35,0
1249,28,Female,North,Divorced,5,Basic,132863,1,1,1,298,1
1250,27,Female,South,Married,2,Premium,105608,2,1,3,53,1
1251,57,Male,South,Married,10,Basic,119478,5,5,3,356,1
1252,55,Female,West,Divorced,4,Premium,65700,1,1,0,150,0
1253,23,Female,East,Single,7,Standard,12539,3,3,2,13,0
1254,25,Female,East,Divorced,1,Standard,118609,4,4,2,267,1
1255,40,Male,East,Divorced,9,Standard,88735,3,5,1,97,0
1256,64,Female,South,Married,10,Standard,67824,1,2,2,86,1
1257,43,Male,North,Single,1,Basic,22281,0,3,1,309,1
1258,63,Female,North,Divorced,5,Premium,19946,1,3,3,265,0
1259,60,Female,South,Single,7,Premium,134128,2,3,1,71,0
1260,29,Female,East,Married,8,Standard,134016,5,1,0,17,1
1261,43,Female,East,Single,2,Basic,86427,5,2,1,189,1
1262,30,Male,West,Married,4,Standard,36111,4,5,1,10,1
1263,57,Male,West,Single,2,Premium,43290,4,3,0,166,0
1264,35,Female,East,Divorced,4,Premium,14837,3,2,0,39,1
1265,42,Female,South,Married,6,Basic,21801,1,4,2,345,0
1266,50,Female,East,Divorced,6,Premium,139342,5,1,3,219,1
1267,64,Female,West,Married,2,Basic,107157,0,3,3,94,1
1268,57,Female,East,Single,4,Standard,50916,2,2,0,158,0
1269,60,Female,South,Single,4,Standard,72546,3,2,3,363,1
1270,29,Female,North,Married,1,Basic,55474,1,3,1,34,1
1271,61,Female,South,Married,2,Standard,103766,0,2,3,289,1
1272,53,Male,South,Married,3,Basic,46388,1,2,0,12,1
1273,65,Male,West,Single,5,Standard,86167,0,5,3,233,0
1274,21,Male,South,Married,8,Standard,105364,1,1,0,87,0
1275,22,Female,South,Married,6,Premium,84667,1,5,2,93,0
1276,54,Female,West,Divorced,3,Premium,89843,5,1,0,107,1
1277,25,Female,West,Married,6,Basic,13709,3,1,1,193,1
1278,59,Male,North,Divorced,7,Standard,58754,1,5,1,10,0
1279,66,Female,East,Divorced,6,Standard,96257,1,3,1,125,0
1280,45,Male,South,Divorced,10,Standard,15094,3,2,0,275,1
1281,48,Female,West,Single,6,Premium,17472,3,4,0,279,0
1282,26,Male,North,Divorced,1,Basic,46131,4,5,1,128,1
1283,68,Male,East,Married,3,Basic,94943,4,5,3,341,0
1284,46,Male,West,Single,7,Basic,93737,5,3,0,185,0
1285,31,Female,East,Single,4,Standard,33115,3,2,3,363,1
1286,57,Male,East,Single,4,Basic,37961,2,5,2,355,0
1287,58,Female,South,Single,7,Premium,57083,5,4,2,59,1
1288,39,Female,South,Single,9,Premium,57182,0,2,2,182,1
1289,28,Female,West,Single,2,Basic,137987,3,5,2,74,1
1290,40,Female,East,Single,9,Standard,12017,4,5,1,2,0
1291,18,Female,West,Divorced,3,Premium,145295,1,1,0,243,0
1292,63,Male,West,Married,6,Premium,71852,3,1,2,228,1
1293,54,Female,East,Married,4,Standard,60509,3,5,1,48,1
1294,38,Female,West,Divorced,1,Standard,16531,4,3,2,6,1
1295,43,Female,East,Divorced,9,Basic,145738,4,1,0,43,1
1296,63,Female,East,Single,6,Premium,54023,2,5,2,145,0
1297,53,Female,East,Single,8,Premium,50059,5,2,2,127,1
1298,40,Male,East,Divorced,2,Basic,50023,4,4,3,335,1
1299,18,Male,North,Single,7,Basic,14236,4,1,3,246,1
1300,68,Female,East,Married,6,Premium,115109,4,5,3,121,1
1301,57,Male,South,Married,2,Premium,136682,5,1,3,232,1
1302,32,Male,South,Single,2,Standard,34941,1,2,2,189,1
1303,38,Female,South,Single,4,Standard,103067,3,3,2,285,0
1304,64,Male,East,Single,4,Premium,111349,3,5,3,242,0
1305,26,Female,South,Married,3,Premium,86629,4,2,0,78,1
1306,26,Male,North,Single,8,Standard,21651,5,4,1,58,1
1307,27,Male,West,Divorced,7,Basic,100380,2,5,2,181,0
1308,69,Male,East,Single,2,Basic,59823,4,4,3,70,1
1309,43,Female,South,Divorced,3,Premium,49768,5,3,1,265,0
1310,58,Male,North,Single,10,Premium,95558,5,5,3,204,0
1311,52,Male,West,Single,9,Standard,122784,2,5,3,170,0
1312,69,Female,North,Married,5,Premium,114389,5,2,0,295,1
1313,42,Female,South,Divorced,2,Basic,141306,3,1,0,247,1
1314,43,Male,North,Divorced,3,Standard,82370,2,5,2,59,0
1315,28,Female,West,Divorced,8,Standard,78743,2,3,3,300,0
1316,55,Male,South,Married,4,Basic,143472,0,5,1,321,0
1317,19,Male,West,Divorced,2,Basic,97009,2,5,2,11,1
1318,24,Female,North,Married,2,Standard,120866,2,5,0,347,0
1319,35,Female,East,Single,6,Premium,99471,1,5,2,340,0
1320,44,Female,East,Single,8,Basic,70598,3,3,2,5,0
1321,51,Male,East,Divorced,7,Standard,35015,4,2,3,205,1
1322,44,Female,East,Single,4,Premium,74430,0,1,1,245,1
1323,34,Male,West,Single,2,Premium,59185,2,3,0,249,0
1324,60,Female,East,Divorced,9,Standard,72306,1,3,2,105,0
1325,61,Male,West,Single,4,Basic,29416,1,4,2,242,0
1326,68,Female,South,Divorced,9,Premium,88655,5,1,3,272,1
1327,41,Male,East,Divorced,5,Basic,83180,4,2,2,7,1
1328,42,Female,West,Single,7,Standard,60262,4,2,1,224,1
1329,24,Male,East,Single,5,Basic,84189,3,4,3,217,1
1330,69,Female,East,Single,2,Premium,89952,5,4,0,44,0
1331,23,Female,East,Single,6,Standard,63662,2,3,2,26,0
1332,41,Male,West,Single,7,Premium,62191,1,2,2,292,1
1333,50,Female,North,Married,6,Premium,93176,0,2,3,181,1
1334,66,Male,East,Single,3,Standard,71353,3,2,2,92,1
1335,46,Male,East,Married,10,Standard,111544,2,3,0,268,0
1336,60,Female,South,Divorced,8,Basic,53671,5,2,1,346,1
1337,39,Male,North,Single,3,Standard,53388,4,5,1,68,1
1338,43,Female,West,Single,5,Basic,93944,5,4,3,364,1
1339,45,Female,South,Single,9,Standard,70690,2,4,2,151,0
1340,67,Male,East,Divorced,5,Premium,146808,5,4,3,104,0
1341,38,Female,South,Married,7,Basic,57165,4,4,3,88,0
1342,66,Male,South,Married,7,Standard,41247,2,5,3,95,0
1343,24,Male,East,Single,5,Basic,129645,0,1,3,286,1
1344,34,Female,North,Single,2,Basic,38821,3,2,3,319,1
1345,37,Female,North,Single,5,Basic,144285,5,4,2,3,1
1346,58,Male,South,Single,7,Premium,118659,4,2,1,208,1
1347,66,Male,East,Divorced,7,Standard,81744,0,2,1,102,1
1348,37,Female,West,Single,4,Standard,147525,1,5,1,348,0
1349,39,Female,South,Divorced,1,Basic,127441,0,2,2,177,1
1350,45,Female,West,Single,6,Standard,122045,0,4,2,304,0
1351,57,Female,South,Married,3,Premium,21263,0,2,3,199,1
1352,66,Male,South,Married,5,Basic,66480,4,5,1,8,0
1353,24,Female,East,Single,4,Premium,136926,1,4,3,245,0
1354,18,Male,East,Single,2,Premium,128055,3,5,1,293,1
1355,49,Male,West,Divorced,7,Standard,51128,0,3,0,327,0
1356,30,Female,West,Single,5,Standard,97498,4,1,2,178,1
1357,47,Male,North,Single,7,Basic,52563,4,2,0,82,1
1358,40,Female,East,Single,9,Premium,27414,3,2,1,112,1
1359,68,Male,South,Married,4,Standard,132452,2,2,3,359,1
1360,36,Female,South,Divorced,5,Basic,85462,1,3,2,21,0
1361,49,Male,North,Married,9,Basic,115209,1,1,2,34,1
1362,47,Male,East,Divorced,10,Standard,47210,5,5,3,255,0
1363,46,Female,South,Married,4,Premium,140768,0,3,0,27,0
1364,66,Female,North,Single,5,Basic,13667,2,3,0,8,0
1365,62,Male,North,Married,5,Standard,137710,1,4,0,18,0
1366,46,Male,South,Married,8,Basic,27660,5,3,0,233,0
1367,47,Female,South,Divorced,4,Standard,82089,0,3,2,307,0
1368,33,Male,West,Divorced,4,Basic,92462,2,2,1,191,1
1369,57,Female,East,Married,7,Premium,145880,4,4,3,150,1
1370,36,Male,West,Divorced,5,Basic,104148,0,5,1,156,0
1371,35,Female,North,Divorced,6,Standard,43351,2,1,1,47,1
1372,18,Male,South,Divorced,6,Standard,131359,3,5,0,312,0
1373,31,Female,West,Divorced,6,Standard,84674,1,4,1,139,0
1374,68,Female,North,Divorced,10,Premium,46241,0,2,0,142,1
1375,64,Male,East,Married,5,Standard,142270,5,1,0,335,1
1376,67,Female,South,Divorced,5,Standard,102983,4,5,1,14,1
1377,19,Male,West,Single,9,Premium,112299,5,1,3,356,1
1378,45,Female,East,Married,8,Standard,112839,0,1,1,259,1
1379,66,Female,West,Married,4,Standard,48639,1,1,1,236,1
1380,67,Female,North,Married,7,Premium,74036,1,3,2,7,0
1381,47,Male,East,Divorced,8,Basic,95223,2,4,0,39,0
1382,55,Female,West,Single,9,Standard,77983,5,4,2,185,1
1383,68,Male,East,Divorced,5,Basic,136164,5,2,3,115,1
1384,21,Female,North,Married,3,Premium,84944,4,5,1,110,0
1385,18,Male,East,Married,4,Standard,132427,2,2,2,65,1
1386,25,Male,West,Married,10,Standard,27674,4,5,2,231,0
1387,46,Male,North,Married,6,Premium,22413,0,1,1,281,1
1388,56,Female,South,Divorced,10,Standard,64986,0,5,1,31,0
